Product Name,Product Type,Quantity,Cost of Goods Sold,Net Sales,Gross Profit
日本 太田胃散 健胃消化药,life,26.00,352.12,540.44,188.32
POLA GROWING SHOT 防脱洗发水 370ml,beauty,10.00,306.70,494.91,188.21
韩国 JMsolution 深水炸弹水滋养急救面膜 黑臻版 10pcs,beauty,34.00,286.65,473.59,186.94
小浣熊 双层不锈钢多功能蒸蛋器 ZDQ-A14B3,appliances,26.00,360.10,546.92,186.82
TOPELEK HEPA级别 家用空气净化器 HM371A 抑制花粉/灰尘/细菌,appliances,10.00,200.00,384.36,184.36
TUNEMAKERS 神经酰胺原液保湿化妆水 120ml,beauty,23.00,436.36,619.70,183.34
双汇 深夜小食堂 熟食系列 烤鸡腿/鸡翅根/鸭翅根,snacks,144.00,648.00,830.90,182.90
九阳 多功能紫砂煲 3.5L CTS-Q3521,appliances,6.00,450.72,633.52,182.80
旋转拖把 手压式双驱动拖把桶,life,16.00,216.80,399.14,182.34
【李佳琦推荐】AMIRO O系列 LED高清专业级日光镜 充电感应化妆镜,beauty,13.00,962.00,1143.93,181.93
Wellson 两个装 自带过滤口罩,life,96.00,186.24,367.44,181.20
真习惯 儿童型PE一次性手套  80只/盒,life,61.00,58.56,239.08,180.52
日本ROIHI - TSUBOKO 阵痛止疼膏药,life,53.00,516.71,697.12,180.41
【加拿大制造】大瓶装 70%酒精 免水洗手液 1000ml,life,20.00,336.00,515.95,179.95
新谷酵素 夜用睡眠瘦身加强版 30日份 针对夜食族,beauty,24.00,848.17,1027.69,179.52
【韩国制造】KMPC 70%酒精免水洗手液 500ml,life,83.00,392.59,571.68,179.09
【意大利制】Moneta 带显热 陶瓷涂层汤锅,life,30.00,283.68,462.68,179.00
JMsolution 焕活系列 燕窝营养保湿面膜 10片/盒,beauty,122.00,704.60,881.54,176.94
吕 紫吕 防脱生固敏感头皮洗发水 400ml,beauty,29.00,258.97,435.31,176.34
网易严选 春风 TRYFUN Melody旋律系列 翩舞按摩棒 白色/粉色,life,6.00,159.66,335.96,176.30
象印 IH感应加热智能电饭煲 NP-HCC10XH/18XH,appliances,7.00,2138.12,2314.20,176.08
【2019COSME大赏】TAKAMI 精华美容液 去角质黑头精华 30ml,beauty,14.00,770.98,945.75,174.77
【旗舰级】象印 IH电磁感应式压力电饭煲 NP-NVC10XJ/18XJ,appliances,2.00,942.14,1116.00,173.86
爱家AIKA 三速三叶落地扇 风扇,appliances,11.00,201.52,374.89,173.37
IT'S SKIN 韩国超强保湿透明质酸面膜 10片,beauty,54.00,340.20,513.42,173.22
小米 米家 IMILAB 小白智能摄像机 无线家用监控 CMSXJ11A,appliances,5.00,545.00,717.96,172.96
小米有品 70迈1S智能行车记录仪 无线互联WiFi 夜视加强,appliances,11.00,543.45,715.68,172.23
保温杯,N/A,18.00,0.00,171.18,171.18
毛穴抚子 小苏打去黑头洁面乳 100g,beauty,49.00,712.73,882.12,169.39
【新2倍容量】狮王 植物弱酸泡沫洗手液 250ml/500ml/替换装,beauty,63.00,314.20,482.75,168.55
厨夫人 聚乐锅 耐热陶瓷汤锅 5.2升,life,4.00,153.92,322.44,168.52
Filorga菲洛嘉 逆时光极致祛皱抗衰老眼霜15ml,beauty,4.00,47.20,215.59,168.39
PYRAMEX N95 口罩 (20个/盒)-RM10 (非医用),life,12.00,504.00,671.92,167.92
SKG 智能颈椎按摩仪 多功能振动脉冲护颈仪 4098E 尊贵版,appliances,9.00,975.54,1143.29,167.75
小米 米家LED智能台灯 折叠护眼读写台灯 1S,appliances,14.00,557.70,724.88,167.18
UNIMAT 儿童复合维生素糖 好食又营养,maternal,33.00,401.36,568.07,166.75
【蔡徐坤力荐】荣进制药 Diet Maru 吃油丸 10袋/盒,beauty,35.00,515.05,681.00,165.95
Dr.Magico 可调节驼背矫正带,beauty,8.00,480.00,644.78,164.78
【消毒液喷雾瓶】 大支雾气喷瓶 480ml,life,40.00,35.60,200.22,164.62
狮王LION 泡泡洗手液 250ml,life,70.00,272.68,436.97,164.29
Hamilton Beach 多功能食物料理机 58149C,appliances,4.00,186.92,350.96,164.04
【全新升级】POLA BRIGHT LINK 护眼丸 眼部抗糖 呵护双眸,beauty,7.00,702.88,866.71,163.83
花王 热敷蒸汽眼罩 升级版 2倍蒸汽加热舒缓 12片,beauty,90.00,1331.06,1494.62,163.56
ProGemei 充电款 理发剃刀 GM-6077 两色混发,appliances,22.00,115.19,278.22,163.03
家用多功能强力鸡骨剪刀 1把,life,30.00,92.77,255.71,162.94
TUNEMAKERS 富勒烯抗氧精华原液 10ml,beauty,11.00,269.28,431.90,162.62
【日本制】白色3层防护口罩  5个装,life,18.00,162.00,324.00,162.00
永和豆浆 原磨风味 原味豆浆粉,snacks,149.00,342.70,504.44,161.74
Hannex 韩晶 隔水炖盅电炖盅 ESTJ222W/ESTJ322W 2.2L~3.2L (双内胆/3内胆),appliances,5.00,383.25,544.98,161.73
Filorga菲洛嘉 360°雕塑眼霜 15ml,beauty,5.00,78.40,239.58,161.18
【小米生态链】尾巴生活 食光机 宠物自动定时喂食器 4L FTPWSQ0101,appliances,7.00,507.15,668.26,161.11
JMsolution 晚安睡眠面膜系列,beauty,36.00,321.48,481.77,160.29
韩国产 Glasslock 2入 玻璃饭盒 适用微波炉/洗碗机,life,45.00,299.19,457.94,158.75
ByOrient 网红款 多功能烹饪锅 料理神器 英文操作面板,appliances,7.00,818.37,977.05,158.68
DHC 细腰瘦腿美腿丸 20分 纯植物提取,beauty,73.00,599.88,758.43,158.55
韩国 Bosomi 宝松怡 拉拉裤系列,maternal,18.00,269.82,427.92,158.10
Delight PF 一次性Vinyl手套 100个/盒  【 M中码】,life,30.00,283.50,441.35,157.85
【COSME殿堂奖】资生堂 Fino 头发护理修复 营养明星发膜,beauty,53.00,576.94,734.68,157.74
UYEKI AROMA家用除菌除螨喷雾剂 250ml,life,25.00,321.07,478.73,157.66
DHC 薏仁丸 13倍浓缩薏米抗氧化养肤 去水肿美白丸 20日分,beauty,38.00,201.36,358.51,157.15
Creamhaus 奶酪屋宝宝游戏爬行折叠垫 - 自然粽,maternal,2.00,585.00,741.66,156.68
吕 黑吕 莹韧滋养固发洗护 400ml,beauty,25.00,231.83,388.46,156.63
小米 米兔（MITU）婴儿理发器 低噪音IPX7防水 可拆陶瓷刀头 USB充电,life,13.00,377.97,534.50,156.53
网易严选 春风 TRYFUN KISS 吮吸式按摩器 - 啵啵汪,life,2.00,144.00,299.98,155.98
【第3代】LETEN雷霆活塞 X-9 充电式自动伸缩飞机杯 免提旋转阴交撸撸杯,life,6.00,168.00,323.95,155.95
小米石头扫拖一体智能机器人S6 PURE,appliances,2.00,1155.00,1310.75,155.75
Hamilton Beach 多功能家用食材料理机 52400,appliances,7.00,264.60,419.93,155.33
DHC 超浓缩葛根精华 丰胸片 30日量 泰国白高颗植物提取,beauty,27.00,978.21,1132.97,154.76
【范冰冰推荐】SVELTY 糖质分解酵母 酵素 增量装 120 tablets,beauty,16.00,446.53,600.85,154.32
小浣熊 落地式加湿器 大容量恒湿智能遥控 5L JSQ-E50D1,appliances,4.00,139.56,292.51,152.95
吕 红吕 受损发质营润修护洗护系列,beauty,24.00,151.20,304.12,152.92
松下 电热水壶700W NCEG系列 3升/4升,appliances,6.00,692.49,845.20,152.71
【2019COSME大赏】资生堂 TSUBAKI 臻护多效修护0秒发膜 180g,beauty,41.00,514.61,667.07,152.46
典雅 Iroha Zen 禅意女用自慰震动器,life,11.00,304.98,457.34,152.36
天际Tonze 陶瓷内胆 智能电饭煲 4L FD40CB,appliances,7.00,543.12,695.27,152.15
【大S同款】日本 Sun Family UVcut 可折叠防紫外线双面遮阳帽 UPF50+,life,26.00,310.00,461.25,151.25
大正制药口腔溃疡软膏 6g,beauty,31.00,232.99,382.09,149.10
NEO 小黑环 薄冰黑 日抛美瞳 10片,beauty,172.00,1720.00,1868.89,148.89
【小米有品】薇新WellSkins 负离子梳 防脱发护发梳 WX-FZ200,beauty,5.00,140.00,288.88,148.88
小米有品 inFace 黑头仪 毛孔清洁神器 去黑头粉刺吸出器,beauty,11.00,346.50,494.89,148.39
象印 CD-JWC30HS/40HS 微电脑加热保温电热水壶,appliances,5.00,828.71,977.00,148.29
Filorga菲洛嘉极致玻尿酸保湿霜 50ml,beauty,4.00,94.40,242.38,147.98
桐灰天然红豆蒸汽眼罩 可重复加热使用250次,beauty,27.00,297.81,445.00,147.19
小林制药 女性内衣洗涤剂 清洗液 120ml,life,60.00,311.87,458.18,146.31
KAO花王 cape空气感蓬松定型喷雾,beauty,22.00,223.43,369.66,146.23
【意大利制】Alluflon 煎锅套装 20cm+26cm,life,12.00,97.92,243.92,146.00
【出行必备】韩国制 Callicos 随身带 免水酒精洗手啫喱 30ml,life,164.00,344.40,490.26,145.86
DHC 叶黄素软胶囊 抗蓝光 20日量,beauty,25.00,190.69,336.54,145.85
幸福相模001 避孕套 超薄小雨衣,beauty,31.00,350.91,496.46,145.55
虎牌 迷你电饭煲 JAJ-A55U 白色 3杯,appliances,6.00,806.76,951.75,144.99
参天 隐形眼镜专用 Beautéye玫瑰眼药水 缓解眼疲劳滴眼液 12ml,beauty,7.00,34.93,179.33,144.40
日本EAMASK 新光熊本熊消毒卡 3色可选 FDA认证,life,182.00,1996.54,2140.72,144.18
小林制药 湿疹痱子止痒杀菌 清凉粉末喷雾 80g,life,14.00,247.78,391.86,144.08
韩国 AHC 逆时空安瓶精华 50ml,beauty,21.00,252.00,395.98,143.98
猫咪后院陶瓷泡面碗 双耳带盖,life,33.00,97.02,240.88,143.86
【暖腹必备】优贝儿 牛油果暖水袋 热水袋,life,20.00,67.00,210.24,143.24
九阳 冷热料理倍浓豆浆机 DJ13M-D18D,appliances,3.00,335.91,478.93,143.02
【意大利制】Alluflon 陶瓷涂层 带盖 长柄锅 20cm,life,10.00,81.60,224.62,143.02
城野医生 377美白精华 18g,beauty,14.00,776.58,918.96,142.38
冈本 超薄001避孕套 3只装,life,45.00,534.40,676.19,141.79
Makoto 玻璃多功能养生壶 1.8L ZM-Y05 800W,appliances,6.00,201.60,342.20,140.60
ByOrient 多功能三隔火锅 / 蒸锅 1300W BY-3060,appliances,4.00,272.76,412.90,140.14
日本 雪肌精 化妆水超值3件套 赠送面霜 洁面小样 莹润型 360ml+19ml+19ml,beauty,18.00,652.13,792.19,140.06
SHIRO 保湿滋润身体乳 200g,beauty,5.00,203.01,342.95,139.94
【限定版】Recolte X Minion松饼机 (黄蓝色),appliances,3.00,130.23,269.97,139.74
【新升级】Fujiko Ponpon头发蓬蓬粉 油头神器 8.5g,beauty,20.00,434.11,573.75,139.64
乐敦小红花洗眼液 450ml,beauty,14.00,196.28,335.86,139.58
韩国 KMPC立洁白 Dr.Orange系列 除霉喷雾 去霉斑霉菌清洁剂 500ml,life,35.00,126.00,265.50,139.50
TUNEMAKERS 甘草化妆水 120ml 净痘控油 调理痘肌,beauty,11.00,190.74,329.89,139.15
蒸兴旺32cm组合三层蒸锅,life,12.00,220.68,359.64,138.96
HESEN 全棉床上用品 秋天童话 - 黄,life,6.00,176.40,315.36,138.96
Makoto 多功能加热破壁养生机 1.75L YEK-1803B 搅拌2200W/加热500W 红色,appliances,3.00,365.70,504.00,138.30
WetOnes 消毒杀菌橙味擦手湿巾（美国进口）20张／包,life,101.00,159.58,297.40,137.82
【现货】LUPICIA 绿碧茶园 金罐茶叶礼盒 50g,snacks,55.00,781.77,919.40,137.63
大正制药 口腔溃疡贴 10枚,life,68.00,567.48,704.40,136.93
UYEKI 双效除螨虫喷雾剂 250ml,life,41.00,636.73,773.63,136.90
日本进口 Summit 燕三条铁流 光面精铁炒锅 铁锅 电磁炉适用,life,9.00,425.52,561.53,136.01
Jellycat 经典害羞网红邦尼兔 米色,maternal,28.00,1709.23,1845.16,135.93
QJMDM 一次性使用医用口罩  单个独立包装,life,487.00,569.79,705.52,135.73
UYEKI 专业除螨虫洗衣液 500ml,life,20.00,216.32,351.70,135.48
小米Simpleway 自动洗手机套装 0.25秒感应出泡,appliances,31.00,519.30,654.69,135.39
拉美拉 纯棉一次性洗脸巾 80片 平纹棉柔巾,beauty,48.00,98.88,233.04,134.16
【小米有品】杜克Duka 小Q新世代测量仪 8大功能迷你电子尺,life,9.00,180.00,313.93,133.93
55度恒温杯垫套装 绿,life,15.00,142.65,276.50,133.85
【2 for $5】Anqing Huiyi 一次性三层口罩  非医用口罩 3款随机发货,life,68.00,106.08,239.80,133.72
7档速手持式电动打蛋器,appliances,18.00,151.02,284.61,133.59
TUNEMAKERS 神经酰胺美容原液200 20ml,beauty,15.00,245.91,379.45,133.54
【周年庆特别版 • 10+1优惠装】SNP 经典爆款面膜系列 11片装,beauty,110.00,1501.50,1634.95,133.45
韩国 Medi-Peel 美蒂菲 肉毒抗皱安瓶精华,beauty,13.00,197.99,331.43,133.44
象印 微电脑热水壶 3L CD-WCC30,appliances,3.00,441.00,573.98,132.98
CONSTANT 电子厨房秤,appliances,5.00,112.40,244.95,132.55
TUNEMAKERS 甘草乳液 120ml 防止痘痘反复 轻薄无负担,beauty,18.00,347.10,479.62,132.52
韩国 SNP 海洋燕窝补水精华保湿面膜 10pc,beauty,39.00,409.50,541.70,132.20
Cuisinart 紧凑型4片烤面包机 CPT-142C,appliances,8.00,369.04,500.92,131.88
象印 微电脑智能温控电水壶 CD-LFC30WA/40WA/50WA 多容量可选,appliances,4.00,674.44,805.97,131.53
SNP 黄金胶原蛋白凝胶眼膜 60片,beauty,27.00,381.00,511.94,130.94
韩国 Medi-Peel 美蒂菲 干细胞美白精华安瓶,beauty,13.00,197.99,328.80,130.81
小米有品 清蜓CleanFly 车载便携吸尘器 cleanfly-FVQ,appliances,6.00,283.50,414.00,130.50
顺锦 好太太真不锈单柄炒锅 32cm,life,6.00,56.28,186.74,130.46
【2019COSME大赏】NATURIE 薏仁高保湿爽肤水 500ml,beauty,47.00,442.27,572.42,130.15
小米有品 Move It 智能健身器 4合1(健腹轮+拉力器+跳绳+俯卧撑器) MVSB0001,appliances,2.00,470.00,599.98,129.98
大王 Goo.n 男/女婴儿纸尿裤 透气舒适系列跳跳裤 XL码（12~20kg）38片/包,maternal,9.00,222.00,351.91,129.91
TESCOM 低噪音负离子吹风机 TID721U,appliances,8.00,296.92,426.79,129.87
小米手环4 运动计步 天气通知 心率睡眠监测 (彩屏/黑色无NFC版),appliances,12.00,502.60,631.85,129.25
WAHL Chrome Pro 系列 18件套 理发套装 model#3176 有线版,life,23.00,483.00,611.97,128.97
MARSQUEST 儿童防蓝光眼镜 防辐射防近视,maternal,7.00,140.00,268.00,128.00
【2019COSME大赏】SKIN AQUA 独角兽彩虹美肌亮肤防晒霜 SPF50+ 80g,beauty,39.00,411.60,539.53,127.93
冬季必备 小柠檬外型桌面加湿器 180ml水瓶容量,appliances,18.00,172.44,300.21,127.77
小林制药 液体创可贴 消毒防水透气迅速成膜伤口愈合创口贴 10g,life,27.00,271.12,398.60,127.48
松下 Panasonic 干湿两用 剃须刀 ES-RT33-S,appliances,5.00,262.50,389.47,126.97
城野医生眼霜15G,beauty,5.00,61.40,188.08,126.68
宫中秘策 婴儿儿童面霜 180ml 48小时保湿,maternal,24.00,406.70,533.04,126.34
韩国 Medi-Peel 美蒂菲 缩氨酸除皱提拉颈霜,beauty,17.00,258.91,385.11,126.20
小林制药 洁厕灵凝胶花瓣 7.5gx3瓶,life,266.00,950.97,1076.95,125.98
【韩国原装进口】RYO紫吕防脱发套盒5pc,beauty,10.00,324.00,449.80,125.80
Kiribai Kairo Heat Pad Warmer Patch 桐灰 宫寒热敷暖宫贴 暖宝宝,beauty,43.00,227.63,353.35,125.72
【2019COSME大赏】乐敦 MELANO CC药用美白精华美容液 20ml,beauty,24.00,299.88,425.52,125.64
韩国 格丽松 保湿淡疤去痘印韩国正品奇迹马油面霜 70g,beauty,31.00,388.80,513.87,125.07
ITO 卸妆绵柔巾 干湿两用 80枚入,beauty,72.00,363.25,488.32,125.07
【小米有品】薇新WellSkins 美颈仪 颈部按摩 WX-MJ100,beauty,5.00,325.00,449.95,124.95
【COSME殿堂奖】珂润 润浸保湿柔和面霜,beauty,12.00,306.96,431.88,124.94
【日本专柜版】SKII 小灯泡美白精华,beauty,3.00,582.41,706.96,124.55
Snow Beauty 焕白雪花护肤心机蜜粉 24小时持久美丽,beauty,25.00,2434.12,2558.47,124.35
小米 米兔智能故事机 儿童早教机 故事机 益智玩具男孩女孩 0-6岁宝宝幼儿玩具带wifi,appliances,9.00,387.99,512.28,124.29
ALOBABY 天然有机婴幼儿宝宝按摩油 80ml,maternal,10.00,276.00,399.90,123.90
韩国3CE 三熹玉 雾面唇釉丝绒唇釉系列,beauty,14.00,210.33,334.13,123.80
小林制药夜用特效修复粉刺暗疮膏18g,beauty,23.00,230.00,353.55,123.55
FELIX 3层蒸锅 多尺寸可选,life,4.00,119.66,242.96,123.30
BEAUTY BAR 24k黄金T型美容黄金棒 瘦脸神器,beauty,14.00,1249.50,1372.46,122.96
花王碧柔 新款防水防晒啫喱 SPF50+,beauty,35.00,408.03,530.93,122.90
吕 绿吕 净彻控油洗护系列 500ml,beauty,25.00,168.03,290.84,122.81
亲肤高密珊瑚绒毛巾 柔软透气 35x75cm 1条,life,52.00,83.20,205.97,122.77
程达笔庄  精品白云/狼毫毛笔 系列,life,59.00,41.22,163.83,122.61
DHC 大豆异黄酮片 平衡女性荷尔蒙 20日量,beauty,30.00,228.82,351.30,122.48
韩国 MiZLiNE Let's COOL Aqua MIZ 防晒冰袖 防晒UV凉感手臂袖套,life,71.00,246.37,368.18,121.81
It's Skin伊思 胶原蛋白弹力精华+面霜套装【每单限购一份&仅限邮寄】,beauty,16.00,228.81,350.56,121.75
贝亲 桃叶精华洗发沐浴露二合一 450ml,maternal,34.00,403.00,524.40,121.40
乐而雅 超安心 生理期内裤 安全裤 经期裤 深灰色,life,26.00,252.20,373.57,121.37
肌肤之钥 CPB高倍防晒乳 SPF50+ 50g,beauty,7.00,755.99,877.30,121.31
格力高 POPCAN 米奇棒棒糖 30支,variable,17.00,230.01,351.07,121.06
DHC 蓝莓护眼丸 60日量,beauty,17.00,246.33,367.24,120.91
上海硫磺皂 全身祛痘美肌 健肤系列,beauty,124.00,71.06,191.82,120.76
SONYA 全自动迷你陶瓷隔水电炖盅 0.7L #粉红色 SY-DGD8P,appliances,8.00,235.20,355.50,120.30
Kiss Me  防晕持久0.1mm极细防水眼线笔,beauty,180.00,1728.00,1848.06,120.06
【小米生态链】 2020·机皇 ROBOROCK 石头 扫地机器人2代 S5 Max 白色款,appliances,2.00,1290.00,1410.00,120.00
满腹30倍 增加饱腹感代餐水果糖 42g,beauty,121.00,382.49,502.37,119.88
Tunemakers EGF Essence EGF精华保湿原液 10ml,beauty,15.00,367.20,487.02,119.82
POLA 黑BA 洗面奶 100g 绵密泡沫,beauty,5.00,537.10,656.49,119.39
【意大利制】Moneta 陶瓷涂层 折叠手柄煎锅,life,5.00,40.80,159.79,118.99
【小米有品】薇新WellSkins 清洁美肤黑头仪 吸黑头仪 WX-HT100,beauty,7.00,196.00,314.93,118.93
便携真空保温饭盒 1L,life,11.00,92.29,211.18,118.89
锦康 12罐装  家用抽气式真空拔罐器 (不含刮痧板) B12,life,16.00,107.52,226.10,118.58
Hamilton Beach 旗下 ProctorSilex 果蔬沙拉机 72500RY,appliances,5.00,81.40,199.95,118.55
大正制药 金装A锭 综合感冒药 210粒,life,12.00,226.68,345.18,118.50
未来 驱蚊喷雾 200ml,maternal,39.00,344.98,463.14,118.16
雪花秀明星产品 润燥精华 润致焕活肌底精华露,beauty,8.00,559.80,677.50,117.70
韩国 JMsolution 皇家蜂胶精华水光面膜 10pcs*30ml,beauty,23.00,193.20,310.75,117.55
PDC Wafood Made Sakekasu Face Pack【范冰冰推荐】PDC 酒粕面膜 美白提亮 170g,beauty,18.00,283.93,400.94,117.01
大王 Goo.n 宝宝纸尿片 透气舒柔系列 黏贴型,maternal,14.00,331.14,448.07,116.93
水桥保寿堂 去黑头二次清洁保湿喷雾水 200ml,beauty,44.00,932.24,1048.99,116.75
鱼家香 下饭美味鱼罐头,snacks,163.00,489.00,605.75,116.75
福库 韩国原产10杯压力电饭煲 CRP-PK1001S,appliances,3.00,615.00,731.61,116.61
仁冠 一次性3层防护口罩 50个/盒,life,39.00,172.80,289.06,116.26
Hamilton Beach 食材料理沙拉机 70935C,appliances,4.00,163.80,279.96,116.16
【红点设计大奖】Partner 情趣亲肤女用U型震动棒 充电可遥控,beauty,5.00,130.00,245.79,115.79
【2020国际版】Unblock Tech安博盒子第8代 UBOX-8 PRO MAX 智能电视盒 机顶盒,appliances,3.00,661.50,777.21,115.71
POLA Wrinkle shot 祛皱精华液 20g,beauty,2.00,292.34,407.98,115.64
小米有品 德尔玛Deerma 家用地板喷雾喷水拖把 地拖 TB500,appliances,6.00,94.50,209.96,115.46
吕 白吕 控油固发洗护 400ml,beauty,23.00,215.05,330.06,115.01
【滤油神器】Oil Strainer 304不锈钢漏勺 超细过滤网 小号 直径约10cm,life,42.00,52.40,167.37,114.97
【范冰冰囤货200支】PLIFT 胎盘素唇部护理精华液 6ml,beauty,13.00,234.51,349.38,114.87
六神花露水 清凉舒爽 去痱止痒 195ml,life,32.00,88.00,202.52,114.52
小米 AirDots 真无线耳机 分体式 耳机蓝牙,life,13.00,335.00,449.29,114.29
VT CICA 老虎痘痘贴 隐形净痘贴吸脓急救 12枚,beauty,125.00,187.50,301.72,114.22
Vitaful 胶原蛋白美容电子烟 零尼古丁 水果口味系列,beauty,17.00,221.00,334.94,113.94
金色不锈钢理发剪刀系列  6“,life,17.00,60.07,173.28,113.21
LIVEN利仁 美猴王电饼铛 LR-D3020A 自主烙烤功能 三档火力调节 液晶显示屏,appliances,4.00,336.00,448.46,112.46
